date,p1,p2,p3,composite,country
2006-01-01,70.62406616075091,79.76766704850374,64.62638055622865,72.939380878883,US
2006-04-01,75.92721677339456,80.24285680626868,67.40535315453972,75.4341241056658,US
2006-07-01,80.14949723143079,82.87201448154059,60.26286746807204,76.84464830574288,US
2006-10-01,83.15425497691548,83.94046394431204,45.13448305735134,74.07234940853073,US
2007-01-01,77.87620127802067,84.06352236035625,48.55138991121271,73.89481353520742,US
2007-04-01,81.39328336399448,84.15221047008535,50.647489564700535,75.48716765698987,US
2007-07-01,83.85027363785692,84.65255541408317,48.836303411903145,76.03338707641419,US
2007-10-01,85.68906827824448,85.66428393997538,61.1911151389685,81.17306352336283,US
2008-01-01,84.21624394071011,84.68826800572009,63.522466135073316,80.56465543113362,US
2008-04-01,83.75488100972471,79.32979929489005,66.30776595145595,78.40690022543083,US
2008-07-01,85.03143177534962,81.99257438248387,73.27360637560363,82.65231421631105,US
2008-10-01,82.37827003461241,83.81388122833889,51.3782590332634,75.63123238555407,US
2009-01-01,84.3517453250665,82.28495003339894,39.09255926769764,72.01980428913869,US
2009-04-01,84.1022473210302,77.85404057902133,32.439539336734384,67.84286555235256,US
2009-07-01,84.06072177223822,75.58494678597317,26.58919352536356,65.03552544047567,US
2009-10-01,84.00257694039077,72.8878567338897,39.357970500350824,67.60885938564869,US
2010-01-01,85.02419300592169,66.8953458531802,44.85190828667315,67.3266228743743,US
2010-04-01,82.46491326867228,59.4743357444501,40.38173800293198,60.72665743738635,US
2010-07-01,78.58901986909478,57.37352930024373,35.97351454379569,56.25739751552208,US
2010-10-01,75.21504324297132,51.90660315301474,33.98809937946457,52.35816204343884,US
2011-01-01,70.1570547540424,47.763508243419565,38.294863869435076,50.521301558879934,US
2011-04-01,64.79117961358,44.14149572995348,45.47789751190315,49.70483723544501,US
2011-07-01,60.260682206588996,42.973213526077544,46.723074235851755,48.42003890913767,US
2011-10-01,56.584399903802606,40.41710026958124,45.61768552658695,46.0191007552383,US
2012-01-01,49.6046292316849,33.06059702315969,44.45823886884601,40.61589762899689,US
2012-04-01,45.5474150662682,30.81466315387695,40.435030635762615,37.38396137654046,US
2012-07-01,43.243901053033895,32.171017666337036,41.777605311892195,37.8212148066778,US
2012-10-01,40.926881353734046,28.167107891743502,43.509367809015444,35.95972923242272,US
2013-01-01,33.1853300200743,32.37601025623894,41.96757344310453,35.45580915325746,US
2013-04-01,33.86564792378543,29.84915055029321,39.65573225086354,33.79524940383736,US
2013-07-01,33.74173710881078,31.06954714697249,40.45129370291933,34.55211860421612,US
2013-10-01,38.587128311124204,33.95081059055106,38.64587578189898,36.51840957809872,US
2014-01-01,28.253060939064717,32.90208331327652,39.393544337766016,33.68726602707042,US
2014-04-01,29.3580557398628,29.438777273840152,42.497840851924295,33.33631596377106,US
2014-07-01,29.305786532821575,30.356965353725833,39.1158598959463,32.72183901116591,US
2014-10-01,30.239621250184477,30.6539686290011,33.62428625228172,31.441477071281128,US
2015-01-01,26.826848512441302,30.222271233336258,25.092697081723017,27.83454330762855,US
2015-04-01,29.019060677403886,29.878152563580002,24.471696330401556,28.04144272208244,US
2015-07-01,31.36785713003706,32.68324837737531,24.022301402024954,29.756116472935638,US
2015-10-01,31.58240437324076,35.84669388414491,24.228273561301243,31.295095409565775,US
2016-01-01,30.52530005554065,37.20701843279167,26.884089264311243,32.439710087934785,US
2016-04-01,32.9994707688126,38.22933411831355,27.377068886542386,33.66618871140696,US
2016-07-01,35.85743309830704,39.392074494924536,27.447741711304417,34.92511431068413,US
2016-10-01,37.70331684467075,42.371885947136334,31.7693684192175,38.02398841314429,US
2017-01-01,35.24720996227806,40.842086458548366,37.57636121534031,38.463649761518376,US
2017-04-01,38.205742010406425,42.72495994558918,32.88332440388365,38.64266479928183,US
2017-07-01,40.68328408428184,45.191558203741394,33.327655599898506,40.505318892723636,US
2017-10-01,44.472466940522445,46.47213831745862,34.97245670775855,42.52231599031455,US
2018-01-01,38.63479865267915,44.452210432097516,37.43926305372473,40.89397327373109,US
2018-04-01,40.451769541551265,44.76830122803065,42.19531579141733,42.91727267542681,US
2018-07-01,42.57794777719445,46.458133655023715,43.495035685983865,44.59915779485445,US
2018-10-01,42.650786719572636,48.66628872647328,42.27478202284913,45.24496121366088,US
2019-01-01,39.75601477239573,46.78022150995534,39.0180150484844,42.69550788712416,US
2019-04-01,42.11333473712811,50.338851621862204,40.798772911871495,45.42044878768147,US
2019-07-01,45.46150767287128,51.749203642057125,40.806844660067654,46.89457195516382,US
