date,p1,p2,p3,p4,composite,country
2022-01-01,46.11862909622073,40.23899750785344,78.2472389826344,38.8262346637386,50.63443162539917,US
2022-04-01,57.93850475080679,44.481965766531744,83.80289144548179,41.06972665555382,58.22250288366957,US
2022-07-01,68.8476358053316,42.86963325834866,87.43929417600094,43.40457388934884,63.03428421135882,US
2022-10-01,74.31109026456991,46.17658746594452,88.0292559877421,45.82054409787,66.21007447637513,US
2023-01-01,46.28886144580257,43.57316395009697,85.77069701110804,48.30387426060359,58.4971772821462,US
2023-04-01,52.16164009373055,44.17786905576004,79.20350075908962,49.566010301389355,55.6086594383124,US
2023-07-01,58.65638541005566,47.47320847362268,77.03254723967757,50.85914766529591,57.77686639075765,US
2023-10-01,64.94076488146095,53.4637390849075,75.44309408886502,52.176606573380525,60.99655649290217,US
2024-01-01,44.42001635832064,53.07825990745355,75.82585440583885,53.51042474241832,57.119942789216246,US
2024-04-01,49.2601529292835,52.600349373230344,75.11192676143779,56.67271111555071,58.37467677995691,US
2024-07-01,55.17977077276272,54.59717092980446,70.92484810352347,59.72935856822191,59.82204771950936,US
2024-10-01,54.47641729516995,54.46669941045762,70.08669342202445,62.52240416744718,59.98478244168971,US
2025-01-01,29.709434216665883,54.30990287864441,67.99152888508723,64.9093141139278,54.93009789491609,US
2025-04-01,36.820964584077835,54.683480098123,63.12935018304275,65.9184076520029,55.46943002731989,US
